,gene,transcript,protein_change,score,pvalue,qvalue,info
0,ARID1A,ENST00000324856,.,.,8.0,3.569074074074075e-06,SAMPLES=466;SNV=413;INDEL=111;STRATIFIED_FDR=1.1921052631578947e-07
14666,KCTD8,ENST00000360029,.,.,0.05643129433511384,1.0,SAMPLES=131;SNV=135;INDEL=1;STRATIFIED_FDR=1.0
14667,KAT5,ENST00000341318,.,.,0.05636206199288157,1.0,SAMPLES=41;SNV=43;INDEL=1;STRATIFIED_FDR=1.0
14668,GAGE13,ENST00000381751,.,.,0.05633239436727324,1.0,SAMPLES=2;SNV=2;INDEL=0;STRATIFIED_FDR=1.0
14669,HYAL4,ENST00000223026,.,.,0.05628789672850537,1.0,SAMPLES=71;SNV=72;INDEL=1;STRATIFIED_FDR=1.0
14670,SLC17A8,ENST00000323346,.,.,0.056282952827841064,1.0,SAMPLES=111;SNV=118;INDEL=1;STRATIFIED_FDR=1.0
14671,ALDH16A1,ENST00000293350,.,.,0.056278008983456196,1.0,SAMPLES=75;SNV=80;INDEL=0;STRATIFIED_FDR=1.0
14672,THAP1,ENST00000254250,.,.,0.05625329060567966,1.0,SAMPLES=11;SNV=10;INDEL=1;STRATIFIED_FDR=1.0
14673,TRIM24,ENST00000343526,.,.,0.05624340364848073,1.0,SAMPLES=80;SNV=79;INDEL=4;STRATIFIED_FDR=1.0
14674,FAM73A,ENST00000370791,.,.,0.05623351691635869,1.0,SAMPLES=60;SNV=60;INDEL=0;STRATIFIED_FDR=1.0
14675,FZD2,ENST00000315323,.,.,0.056218687240172746,1.0,SAMPLES=83;SNV=94;INDEL=1;STRATIFIED_FDR=1.0
14676,CCDC34,ENST00000328697,.,.,0.056184086631545116,1.0,SAMPLES=34;SNV=35;INDEL=0;STRATIFIED_FDR=1.0
14677,ZNF830,ENST00000361952,.,.,0.056184086631545116,1.0,SAMPLES=29;SNV=29;INDEL=2;STRATIFIED_FDR=1.0
14678,C1orf141,ENST00000371007,.,.,0.05615937359873888,1.0,SAMPLES=38;SNV=38;INDEL=0;STRATIFIED_FDR=1.0
14679,NOTUM,ENST00000409678,.,.,0.05613466197211961,1.0,SAMPLES=46;SNV=46;INDEL=1;STRATIFIED_FDR=1.0
14680,SLC22A7,ENST00000372585,.,.,0.05613466197211961,1.0,SAMPLES=73;SNV=72;INDEL=1;STRATIFIED_FDR=1.0
14681,CYSTM1,ENST00000261811,.,.,0.05611983567105129,1.0,SAMPLES=9;SNV=9;INDEL=0;STRATIFIED_FDR=1.0
14682,TAB1,ENST00000216160,.,.,0.056090184587285354,1.0,SAMPLES=41;SNV=42;INDEL=0;STRATIFIED_FDR=1.0
14683,TMEM40,ENST00000314124,.,.,0.056080301342546775,1.0,SAMPLES=18;SNV=20;INDEL=0;STRATIFIED_FDR=1.0
14684,HEYL,ENST00000372852,.,.,0.05606547689713838,1.0,SAMPLES=29;SNV=30;INDEL=0;STRATIFIED_FDR=1.0
14685,VPS37B,ENST00000267202,.,.,0.05605559421465062,1.0,SAMPLES=31;SNV=30;INDEL=1;STRATIFIED_FDR=1.0
14686,MAP4K4,ENST00000347699,.,.,0.05605065295773833,1.0,SAMPLES=94;SNV=97;INDEL=2;STRATIFIED_FDR=1.0
14687,FAM69B,ENST00000371692,.,.,0.056040770612570456,1.0,SAMPLES=32;SNV=33;INDEL=0;STRATIFIED_FDR=1.0
14688,SYT12,ENST00000393946,.,.,0.056040770612570456,1.0,SAMPLES=48;SNV=51;INDEL=1;STRATIFIED_FDR=1.0
14689,TBCCD1,ENST00000424280,.,.,0.05602100659682561,1.0,SAMPLES=47;SNV=48;INDEL=1;STRATIFIED_FDR=1.0
14690,LY75-CD302,ENST00000504764,.,.,0.05600618417524363,1.0,SAMPLES=144;SNV=149;INDEL=1;STRATIFIED_FDR=1.0
14691,CRYBG3,ENST00000182096,.,.,0.05599136225953213,1.0,SAMPLES=73;SNV=71;INDEL=2;STRATIFIED_FDR=1.0
14692,PABPC4,ENST00000372858,.,.,0.055986421733371226,1.0,SAMPLES=62;SNV=65;INDEL=2;STRATIFIED_FDR=1.0
14693,LY75,ENST00000554112,.,.,0.055971600492099705,1.0,SAMPLES=144;SNV=149;INDEL=1;STRATIFIED_FDR=1.0
14694,CCDC173,ENST00000447353,.,.,0.055946899547273984,1.0,SAMPLES=47;SNV=48;INDEL=1;STRATIFIED_FDR=1.0
14695,FAM189A2,ENST00000257515,.,.,0.05593701956269992,1.0,SAMPLES=37;SNV=37;INDEL=0;STRATIFIED_FDR=1.0
14696,CYP4A11,ENST00000310638,.,.,0.05593207965469836,1.0,SAMPLES=108;SNV=117;INDEL=0;STRATIFIED_FDR=1.0
14697,SPACA1,ENST00000237201,.,.,0.055877744374850206,1.0,SAMPLES=56;SNV=58;INDEL=0;STRATIFIED_FDR=1.0
14698,MEF2BNB-MEF2B,ENST00000444486,.,.,0.055872805141028006,1.0,SAMPLES=34;SNV=33;INDEL=1;STRATIFIED_FDR=1.0
14699,ASB5,ENST00000296525,.,.,0.055867865963379004,1.0,SAMPLES=75;SNV=73;INDEL=2;STRATIFIED_FDR=1.0
14700,CCR4,ENST00000330953,.,.,0.055867865963379004,1.0,SAMPLES=35;SNV=34;INDEL=1;STRATIFIED_FDR=1.0
14701,HIVEP1,ENST00000379388,.,.,0.05574934254847166,1.0,SAMPLES=233;SNV=252;INDEL=5;STRATIFIED_FDR=1.0
14702,DNTTIP1,ENST00000372622,.,.,0.055729591790380374,1.0,SAMPLES=30;SNV=30;INDEL=0;STRATIFIED_FDR=1.0
14703,LIME1,ENST00000309546,.,.,0.055724654241201495,1.0,SAMPLES=16;SNV=17;INDEL=0;STRATIFIED_FDR=1.0
14704,RPL36A,ENST00000427805,.,.,0.05569503012491778,1.0,SAMPLES=21;SNV=21;INDEL=0;STRATIFIED_FDR=1.0
14705,AMIGO3,ENST00000535833,.,.,0.05568515586852211,1.0,SAMPLES=56;SNV=59;INDEL=1;STRATIFIED_FDR=1.0
14706,ABCC12,ENST00000311303,.,.,0.05568021882451205,1.0,SAMPLES=188;SNV=196;INDEL=1;STRATIFIED_FDR=1.0
14707,RFC4,ENST00000392481,.,.,0.05566047120969422,1.0,SAMPLES=53;SNV=48;INDEL=7;STRATIFIED_FDR=1.0
14708,PCDHGA11,ENST00000398587,.,.,0.05563578795382626,1.0,SAMPLES=123;SNV=124;INDEL=3;STRATIFIED_FDR=1.0
14709,ISLR2,ENST00000361742,.,.,0.05563578795382626,1.0,SAMPLES=75;SNV=82;INDEL=1;STRATIFIED_FDR=1.0
14710,SPATA6L,ENST00000475086,.,.,0.05563085147099379,1.0,SAMPLES=19;SNV=21;INDEL=0;STRATIFIED_FDR=1.0
14711,IL19,ENST00000340758,.,.,0.05560616989846723,1.0,SAMPLES=28;SNV=28;INDEL=0;STRATIFIED_FDR=1.0
14712,PLIN4,ENST00000301286,.,.,0.05559136162821389,1.0,SAMPLES=117;SNV=125;INDEL=1;STRATIFIED_FDR=1.0
14713,ALOX12B,ENST00000319144,.,.,0.05551239271330475,1.0,SAMPLES=62;SNV=66;INDEL=0;STRATIFIED_FDR=1.0
14714,F2,ENST00000311907,.,.,0.055433438154911946,1.0,SAMPLES=73;SNV=71;INDEL=3;STRATIFIED_FDR=1.0
14715,MTFMT,ENST00000220058,.,.,0.055428503971574526,1.0,SAMPLES=25;SNV=26;INDEL=0;STRATIFIED_FDR=1.0
14716,EFNB3,ENST00000226091,.,.,0.05541370175790779,1.0,SAMPLES=35;SNV=35;INDEL=0;STRATIFIED_FDR=1.0
14717,PMP22,ENST00000395938,.,.,0.05541370175790779,1.0,SAMPLES=18;SNV=18;INDEL=0;STRATIFIED_FDR=1.0
14718,SLC5A6,ENST00000310574,.,.,0.05540383389573878,1.0,SAMPLES=60;SNV=60;INDEL=2;STRATIFIED_FDR=1.0
14719,SCN9A,ENST00000409672,.,.,0.05539396625777818,1.0,SAMPLES=298;SNV=321;INDEL=7;STRATIFIED_FDR=1.0
14720,GRM8,ENST00000339582,.,.,0.05537916522120584,1.0,SAMPLES=284;SNV=308;INDEL=2;STRATIFIED_FDR=1.0
14721,GPR126,ENST00000367609,.,.,0.055374231654441546,1.0,SAMPLES=86;SNV=88;INDEL=1;STRATIFIED_FDR=1.0
14722,GMPPB,ENST00000308375,.,.,0.05536436468904515,1.0,SAMPLES=25;SNV=28;INDEL=0;STRATIFIED_FDR=1.0
14723,DNAH1,ENST00000420323,.,.,0.055359431290410446,1.0,SAMPLES=320;SNV=344;INDEL=5;STRATIFIED_FDR=1.0
14724,VANGL2,ENST00000368061,.,.,0.055359431290410446,1.0,SAMPLES=88;SNV=91;INDEL=0;STRATIFIED_FDR=1.0
14725,ARHGAP30,ENST00000368013,.,.,0.055339698256265585,1.0,SAMPLES=125;SNV=127;INDEL=4;STRATIFIED_FDR=1.0
14726,CHI3L1,ENST00000255409,.,.,0.055339698256265585,1.0,SAMPLES=49;SNV=49;INDEL=1;STRATIFIED_FDR=1.0
14727,PTCHD3,ENST00000438700,.,.,0.055310100386089515,1.0,SAMPLES=171;SNV=185;INDEL=3;STRATIFIED_FDR=1.0
14728,NABP1,ENST00000425611,.,.,0.05530023487760116,1.0,SAMPLES=18;SNV=19;INDEL=0;STRATIFIED_FDR=1.0
14729,GCDH,ENST00000222214,.,.,0.05529530220739569,1.0,SAMPLES=34;SNV=36;INDEL=1;STRATIFIED_FDR=1.0
14730,SH3GLB1,ENST00000482504,.,.,0.05529530220739569,1.0,SAMPLES=27;SNV=27;INDEL=1;STRATIFIED_FDR=1.0
14731,CCR9,ENST00000357632,.,.,0.05527557208680199,1.0,SAMPLES=37;SNV=38;INDEL=0;STRATIFIED_FDR=1.0
14732,OR2Y1,ENST00000307832,.,.,0.05524597858645639,1.0,SAMPLES=58;SNV=58;INDEL=0;STRATIFIED_FDR=1.0
14733,HIST1H4F,ENST00000377745,.,.,0.0552361145344458,1.0,SAMPLES=20;SNV=20;INDEL=0;STRATIFIED_FDR=1.0
14734,LCE1D,ENST00000326233,.,.,0.0552361145344458,1.0,SAMPLES=25;SNV=26;INDEL=0;STRATIFIED_FDR=1.0
14735,IGSF5,ENST00000380588,.,.,0.05523118259245448,1.0,SAMPLES=46;SNV=47;INDEL=0;STRATIFIED_FDR=1.0
14736,WDR5B,ENST00000330689,.,.,0.05521638710252052,1.0,SAMPLES=22;SNV=23;INDEL=0;STRATIFIED_FDR=1.0
14737,APOA5,ENST00000542499,.,.,0.05518679763471949,1.0,SAMPLES=35;SNV=34;INDEL=1;STRATIFIED_FDR=1.0
14738,KRTAP13-4,ENST00000334068,.,.,0.055181866252746556,1.0,SAMPLES=38;SNV=39;INDEL=0;STRATIFIED_FDR=1.0
14739,FAM13C,ENST00000373868,.,.,0.05515227913675571,1.0,SAMPLES=92;SNV=97;INDEL=0;STRATIFIED_FDR=1.0
14740,TP53TG3D,ENST00000398664,.,.,0.05514241721267005,1.0,SAMPLES=25;SNV=25;INDEL=0;STRATIFIED_FDR=1.0
14741,GLIS2,ENST00000262366,.,.,0.055122694036304626,1.0,SAMPLES=22;SNV=26;INDEL=0;STRATIFIED_FDR=1.0
14742,FCGR1A,ENST00000369168,.,.,0.05511283278400453,1.0,SAMPLES=46;SNV=47;INDEL=0;STRATIFIED_FDR=1.0
14743,RELB,ENST00000221452,.,.,0.05508325037051279,1.0,SAMPLES=57;SNV=57;INDEL=2;STRATIFIED_FDR=1.0
14744,CADPS2,ENST00000449022,.,.,0.05507339001378437,1.0,SAMPLES=137;SNV=136;INDEL=4;STRATIFIED_FDR=1.0
14745,NIPAL2,ENST00000341166,.,.,0.055038880528125125,1.0,SAMPLES=24;SNV=23;INDEL=1;STRATIFIED_FDR=1.0
14746,MEF2B,ENST00000162023,.,.,0.05498465687604784,1.0,SAMPLES=34;SNV=33;INDEL=1;STRATIFIED_FDR=1.0
14747,VWA3A,ENST00000389398,.,.,0.05497972778882122,1.0,SAMPLES=120;SNV=124;INDEL=0;STRATIFIED_FDR=1.0
14748,SHMT2,ENST00000328923,.,.,0.054945225744560455,1.0,SAMPLES=37;SNV=37;INDEL=1;STRATIFIED_FDR=1.0
14749,ISX,ENST00000308700,.,.,0.05492551152127,1.0,SAMPLES=47;SNV=48;INDEL=0;STRATIFIED_FDR=1.0
14750,PAK7,ENST00000378429,.,.,0.05491565474520244,1.0,SAMPLES=180;SNV=197;INDEL=3;STRATIFIED_FDR=1.0
14751,OR1N2,ENST00000373688,.,.,0.0548565187862463,1.0,SAMPLES=74;SNV=78;INDEL=0;STRATIFIED_FDR=1.0
14752,MRGPRX4,ENST00000314254,.,.,0.0548466635759003,1.0,SAMPLES=75;SNV=76;INDEL=1;STRATIFIED_FDR=1.0
14753,RPLP1,ENST00000260379,.,.,0.05483680858918825,1.0,SAMPLES=5;SNV=5;INDEL=0;STRATIFIED_FDR=1.0
14754,MLN,ENST00000430124,.,.,0.05483188117969171,1.0,SAMPLES=15;SNV=15;INDEL=0;STRATIFIED_FDR=1.0
14755,MUM1L1,ENST00000337685,.,.,0.05482202652841142,1.0,SAMPLES=117;SNV=124;INDEL=1;STRATIFIED_FDR=1.0
14756,PCSK1,ENST00000311106,.,.,0.05480231789666633,1.0,SAMPLES=95;SNV=99;INDEL=0;STRATIFIED_FDR=1.0
14757,RBMS3,ENST00000383767,.,.,0.05479246391618112,1.0,SAMPLES=51;SNV=53;INDEL=0;STRATIFIED_FDR=1.0
14758,PIP,ENST00000291009,.,.,0.054782610159274096,1.0,SAMPLES=32;SNV=34;INDEL=0;STRATIFIED_FDR=1.0
14759,ACP6,ENST00000369238,.,.,0.054782610159274096,1.0,SAMPLES=34;SNV=35;INDEL=2;STRATIFIED_FDR=1.0
14760,HEBP2,ENST00000607197,.,.,0.05476782994310018,1.0,SAMPLES=12;SNV=12;INDEL=0;STRATIFIED_FDR=1.0
14761,ABCB8,ENST00000358849,.,.,0.05476782994310018,1.0,SAMPLES=88;SNV=93;INDEL=1;STRATIFIED_FDR=1.0
14762,ACE2,ENST00000427411,.,.,0.054708714107998636,1.0,SAMPLES=59;SNV=58;INDEL=1;STRATIFIED_FDR=1.0
14763,PTPN21,ENST00000556564,.,.,0.05466930802123685,1.0,SAMPLES=112;SNV=116;INDEL=1;STRATIFIED_FDR=1.0
14764,OR9A2,ENST00000350513,.,.,0.0546594570582001,1.0,SAMPLES=59;SNV=66;INDEL=0;STRATIFIED_FDR=1.0
14765,HSPA8,ENST00000534624,.,.,0.05463483062814109,1.0,SAMPLES=94;SNV=89;INDEL=7;STRATIFIED_FDR=1.0
14766,C15orf41,ENST00000566621,.,.,0.05455111120968356,1.0,SAMPLES=29;SNV=29;INDEL=0;STRATIFIED_FDR=1.0
14767,RPS20,ENST00000519807,.,.,0.05454618704056227,1.0,SAMPLES=16;SNV=16;INDEL=0;STRATIFIED_FDR=1.0
14768,SNTG1,ENST00000522124,.,.,0.054536338869811914,1.0,SAMPLES=168;SNV=176;INDEL=2;STRATIFIED_FDR=1.0
14769,ZFP28,ENST00000301318,.,.,0.054516643198244556,1.0,SAMPLES=72;SNV=74;INDEL=0;STRATIFIED_FDR=1.0
14770,KRT20,ENST00000167588,.,.,0.05450679569740736,1.0,SAMPLES=58;SNV=58;INDEL=1;STRATIFIED_FDR=1.0
14771,MTIF2,ENST00000394600,.,.,0.05448710136557533,1.0,SAMPLES=61;SNV=63;INDEL=1;STRATIFIED_FDR=1.0
14772,PREB,ENST00000260643,.,.,0.05448710136557533,1.0,SAMPLES=32;SNV=32;INDEL=1;STRATIFIED_FDR=1.0
14773,ANKAR,ENST00000520309,.,.,0.05447725453456014,1.0,SAMPLES=106;SNV=106;INDEL=3;STRATIFIED_FDR=1.0
14774,FAM218A,ENST00000513876,.,.,0.05446740792679885,1.0,SAMPLES=14;SNV=14;INDEL=0;STRATIFIED_FDR=1.0
14775,C7orf73,ENST00000507606,.,.,0.05446740792679885,1.0,SAMPLES=2;SNV=2;INDEL=0;STRATIFIED_FDR=1.0
14776,RP11-618P17.4,ENST00000592740,.,.,0.05443786944293626,1.0,SAMPLES=23;SNV=24;INDEL=0;STRATIFIED_FDR=1.0
14777,RPRD1A,ENST00000399022,.,.,0.05442310095436678,1.0,SAMPLES=34;SNV=34;INDEL=0;STRATIFIED_FDR=1.0
14778,PRR21,ENST00000408934,.,.,0.054418178236444466,1.0,SAMPLES=32;SNV=32;INDEL=0;STRATIFIED_FDR=1.0
14779,CAPN8,ENST00000366872,.,.,0.05440341041746177,1.0,SAMPLES=18;SNV=18;INDEL=0;STRATIFIED_FDR=1.0
14780,IQCE,ENST00000402050,.,.,0.05439356548378115,1.0,SAMPLES=64;SNV=65;INDEL=1;STRATIFIED_FDR=1.0
14781,C4orf51,ENST00000438731,.,.,0.05431973559394954,1.0,SAMPLES=21;SNV=21;INDEL=0;STRATIFIED_FDR=1.0
14782,INSRR,ENST00000368195,.,.,0.054304971121989946,1.0,SAMPLES=194;SNV=203;INDEL=4;STRATIFIED_FDR=1.0
14783,AK1,ENST00000373176,.,.,0.054304971121989946,1.0,SAMPLES=12;SNV=12;INDEL=0;STRATIFIED_FDR=1.0
14784,CYP4F22,ENST00000269703,.,.,0.05430004974287677,1.0,SAMPLES=78;SNV=76;INDEL=2;STRATIFIED_FDR=1.0
14785,EFCAB8,ENST00000400522,.,.,0.05429512841953162,1.0,SAMPLES=9;SNV=9;INDEL=0;STRATIFIED_FDR=1.0
14786,NDFIP1,ENST00000253814,.,.,0.05427544368380452,1.0,SAMPLES=11;SNV=12;INDEL=0;STRATIFIED_FDR=1.0
14787,COMMD1,ENST00000311832,.,.,0.05427544368380452,1.0,SAMPLES=14;SNV=15;INDEL=0;STRATIFIED_FDR=1.0
14788,POM121L12,ENST00000408890,.,.,0.05426560165051568,1.0,SAMPLES=254;SNV=275;INDEL=1;STRATIFIED_FDR=1.0
14789,IPO5,ENST00000261574,.,.,0.05426560165051568,1.0,SAMPLES=83;SNV=82;INDEL=3;STRATIFIED_FDR=1.0
14790,C10orf53,ENST00000374112,.,.,0.054260680717510494,1.0,SAMPLES=29;SNV=29;INDEL=0;STRATIFIED_FDR=1.0
14791,SAC3D1,ENST00000398846,.,.,0.05424591825303667,1.0,SAMPLES=12;SNV=12;INDEL=0;STRATIFIED_FDR=1.0
14792,EFHD2,ENST00000375980,.,.,0.05420655413419042,1.0,SAMPLES=15;SNV=15;INDEL=0;STRATIFIED_FDR=1.0
14793,TMEM261,ENST00000358227,.,.,0.05420655413419042,1.0,SAMPLES=7;SNV=7;INDEL=0;STRATIFIED_FDR=1.0
14794,SPINK7,ENST00000274565,.,.,0.05420163387019546,1.0,SAMPLES=9;SNV=9;INDEL=0;STRATIFIED_FDR=1.0
14795,ACTR3,ENST00000263238,.,.,0.054177033386335276,1.0,SAMPLES=27;SNV=27;INDEL=0;STRATIFIED_FDR=1.0
14796,ARFRP1,ENST00000359715,.,.,0.05417211345677736,1.0,SAMPLES=20;SNV=21;INDEL=0;STRATIFIED_FDR=1.0
14797,TUBB3,ENST00000315491,.,.,0.054147514644988175,1.0,SAMPLES=55;SNV=54;INDEL=1;STRATIFIED_FDR=1.0
14798,AKR7A3,ENST00000361640,.,.,0.0541130786490556,1.0,SAMPLES=27;SNV=29;INDEL=1;STRATIFIED_FDR=1.0
14799,UNC93A,ENST00000230256,.,.,0.05410324029457308,1.0,SAMPLES=78;SNV=79;INDEL=2;STRATIFIED_FDR=1.0
14800,ZNF274,ENST00000326804,.,.,0.05405897045726693,1.0,SAMPLES=70;SNV=72;INDEL=1;STRATIFIED_FDR=1.0
14801,CHRNB4,ENST00000261751,.,.,0.05405897045726693,1.0,SAMPLES=75;SNV=80;INDEL=0;STRATIFIED_FDR=1.0
14802,IGJ,ENST00000254801,.,.,0.05402454148116955,1.0,SAMPLES=22;SNV=22;INDEL=0;STRATIFIED_FDR=1.0
14803,ZIC3,ENST00000287538,.,.,0.05401470513214975,1.0,SAMPLES=78;SNV=81;INDEL=0;STRATIFIED_FDR=1.0
14804,hsa-mir-1199,ENST00000269720,.,.,0.05398027966489666,1.0,SAMPLES=4;SNV=4;INDEL=0;STRATIFIED_FDR=1.0
14805,TIMM8A,ENST00000372902,.,.,0.05394585692625049,1.0,SAMPLES=13;SNV=13;INDEL=0;STRATIFIED_FDR=1.0
14806,IL36A,ENST00000259211,.,.,0.05391143691577842,1.0,SAMPLES=32;SNV=33;INDEL=0;STRATIFIED_FDR=1.0
14807,MUC17,ENST00000306151,.,.,0.05391143691577842,1.0,SAMPLES=745;SNV=897;INDEL=7;STRATIFIED_FDR=1.0
14808,MRPL15,ENST00000260102,.,.,0.053901603128104894,1.0,SAMPLES=30;SNV=29;INDEL=1;STRATIFIED_FDR=1.0
14809,DUSP2,ENST00000288943,.,.,0.053872103101020134,1.0,SAMPLES=21;SNV=22;INDEL=1;STRATIFIED_FDR=1.0
14810,FCRL2,ENST00000361516,.,.,0.053862270203936934,1.0,SAMPLES=92;SNV=95;INDEL=0;STRATIFIED_FDR=1.0
14811,TRIM4,ENST00000355947,.,.,0.05383768893517987,1.0,SAMPLES=35;SNV=34;INDEL=1;STRATIFIED_FDR=1.0
14812,COL14A1,ENST00000297848,.,.,0.053808193249084334,1.0,SAMPLES=260;SNV=272;INDEL=4;STRATIFIED_FDR=1.0
14813,ADAMTS17,ENST00000268070,.,.,0.053798361798866566,1.0,SAMPLES=117;SNV=121;INDEL=0;STRATIFIED_FDR=1.0
14814,ACKR2,ENST00000422265,.,.,0.053778699566091534,1.0,SAMPLES=42;SNV=43;INDEL=0;STRATIFIED_FDR=1.0
14815,CHRNA7,ENST00000454250,.,.,0.053773784146986345,1.0,SAMPLES=54;SNV=55;INDEL=0;STRATIFIED_FDR=1.0
14816,USP4,ENST00000265560,.,.,0.05369023053300837,1.0,SAMPLES=78;SNV=79;INDEL=2;STRATIFIED_FDR=1.0
14817,ARHGAP10,ENST00000336498,.,.,0.05364600277372544,1.0,SAMPLES=66;SNV=70;INDEL=0;STRATIFIED_FDR=1.0
14818,IMPA1,ENST00000449740,.,.,0.05363617499440812,1.0,SAMPLES=24;SNV=23;INDEL=2;STRATIFIED_FDR=1.0
14819,RASGRP4,ENST00000587738,.,.,0.05361652010293555,1.0,SAMPLES=73;SNV=74;INDEL=0;STRATIFIED_FDR=1.0
14820,FNDC8,ENST00000158009,.,.,0.0536116065190522,1.0,SAMPLES=31;SNV=33;INDEL=0;STRATIFIED_FDR=1.0
14821,CLEC16A,ENST00000409790,.,.,0.053587039433481004,1.0,SAMPLES=91;SNV=91;INDEL=2;STRATIFIED_FDR=1.0
14822,RANBP2,ENST00000283195,.,.,0.053582126183127174,1.0,SAMPLES=267;SNV=285;INDEL=4;STRATIFIED_FDR=1.0
14823,BCL7C,ENST00000380317,.,.,0.05356247373753731,1.0,SAMPLES=14;SNV=14;INDEL=0;STRATIFIED_FDR=1.0
14824,C11orf84,ENST00000294244,.,.,0.053528084097491074,1.0,SAMPLES=45;SNV=47;INDEL=1;STRATIFIED_FDR=1.0
14825,FAM104A,ENST00000405159,.,.,0.05351825898619817,1.0,SAMPLES=21;SNV=20;INDEL=2;STRATIFIED_FDR=1.0
14826,SLC9A3R2,ENST00000424542,.,.,0.053513346513903645,1.0,SAMPLES=18;SNV=18;INDEL=0;STRATIFIED_FDR=1.0
14827,ATP1B2,ENST00000250111,.,.,0.053508434097175366,1.0,SAMPLES=24;SNV=24;INDEL=0;STRATIFIED_FDR=1.0
14828,NAT2,ENST00000286479,.,.,0.05350352173601206,1.0,SAMPLES=34;SNV=36;INDEL=0;STRATIFIED_FDR=1.0
14829,RMI2,ENST00000312499,.,.,0.053498609430412424,1.0,SAMPLES=10;SNV=10;INDEL=0;STRATIFIED_FDR=1.0
14830,TARM1,ENST00000432826,.,.,0.053478960763626175,1.0,SAMPLES=15;SNV=15;INDEL=0;STRATIFIED_FDR=1.0
14831,CD59,ENST00000395850,.,.,0.053464224846893886,1.0,SAMPLES=13;SNV=13;INDEL=0;STRATIFIED_FDR=1.0
14832,MAP2K6,ENST00000590474,.,.,0.0534445777356632,1.0,SAMPLES=32;SNV=32;INDEL=0;STRATIFIED_FDR=1.0
14833,XK,ENST00000378616,.,.,0.0534445777356632,1.0,SAMPLES=55;SNV=55;INDEL=0;STRATIFIED_FDR=1.0
14834,GMPR,ENST00000259727,.,.,0.05343475451334478,1.0,SAMPLES=36;SNV=36;INDEL=0;STRATIFIED_FDR=1.0
14835,ZPBP,ENST00000046087,.,.,0.05342493151321083,1.0,SAMPLES=78;SNV=78;INDEL=0;STRATIFIED_FDR=1.0
14836,BIVM-ERCC5,ENST00000602836,.,.,0.05342002009645988,1.0,SAMPLES=101;SNV=102;INDEL=2;STRATIFIED_FDR=1.0
14837,ARHGAP20,ENST00000260283,.,.,0.053370908983573453,1.0,SAMPLES=104;SNV=105;INDEL=0;STRATIFIED_FDR=1.0
14838,FAM78A,ENST00000372271,.,.,0.053370908983573453,1.0,SAMPLES=28;SNV=28;INDEL=0;STRATIFIED_FDR=1.0
14839,CARNS1,ENST00000445895,.,.,0.053341444981352466,1.0,SAMPLES=57;SNV=59;INDEL=1;STRATIFIED_FDR=1.0
14840,ARHGAP19,ENST00000358531,.,.,0.0533316240914704,1.0,SAMPLES=35;SNV=40;INDEL=0;STRATIFIED_FDR=1.0
14841,UQCRQ,ENST00000378670,.,.,0.0533021627542581,1.0,SAMPLES=8;SNV=8;INDEL=0;STRATIFIED_FDR=1.0
14842,FGD2,ENST00000274963,.,.,0.053297252725689456,1.0,SAMPLES=92;SNV=95;INDEL=1;STRATIFIED_FDR=1.0
14843,CYP3A43,ENST00000222382,.,.,0.053297252725689456,1.0,SAMPLES=55;SNV=58;INDEL=0;STRATIFIED_FDR=1.0
14844,C12orf74,ENST00000397833,.,.,0.05327270341548585,1.0,SAMPLES=26;SNV=29;INDEL=1;STRATIFIED_FDR=1.0
14845,C12orf52,ENST00000548278,.,.,0.05324815549289962,1.0,SAMPLES=26;SNV=24;INDEL=2;STRATIFIED_FDR=1.0
14846,NME4,ENST00000219479,.,.,0.053179428690447485,1.0,SAMPLES=10;SNV=10;INDEL=0;STRATIFIED_FDR=1.0
14847,CHST7,ENST00000276055,.,.,0.05314016111443977,1.0,SAMPLES=31;SNV=31;INDEL=0;STRATIFIED_FDR=1.0
14848,CDYL2,ENST00000570137,.,.,0.05313525291707065,1.0,SAMPLES=82;SNV=82;INDEL=2;STRATIFIED_FDR=1.0
14849,ZNF155,ENST00000407951,.,.,0.053071451398547194,1.0,SAMPLES=45;SNV=45;INDEL=2;STRATIFIED_FDR=1.0
14850,CNR1,ENST00000537554,.,.,0.05306654397763812,1.0,SAMPLES=115;SNV=115;INDEL=2;STRATIFIED_FDR=1.0
14851,IFT74,ENST00000443698,.,.,0.05302728660653238,1.0,SAMPLES=25;SNV=23;INDEL=3;STRATIFIED_FDR=1.0
14852,ZFPL1,ENST00000294258,.,.,0.053012566007195276,1.0,SAMPLES=31;SNV=32;INDEL=0;STRATIFIED_FDR=1.0
14853,KPNA4,ENST00000334256,.,.,0.0529929393175419,1.0,SAMPLES=40;SNV=40;INDEL=1;STRATIFIED_FDR=1.0
14854,SLC6A13,ENST00000343164,.,.,0.0529831263053196,1.0,SAMPLES=99;SNV=101;INDEL=0;STRATIFIED_FDR=1.0
14855,PATL1,ENST00000300146,.,.,0.05297821988235514,1.0,SAMPLES=40;SNV=43;INDEL=1;STRATIFIED_FDR=1.0
14856,COL3A1,ENST00000304636,.,.,0.05297331351482015,1.0,SAMPLES=253;SNV=277;INDEL=2;STRATIFIED_FDR=1.0
14857,C10orf99,ENST00000372126,.,.,0.052943876473559304,1.0,SAMPLES=11;SNV=11;INDEL=0;STRATIFIED_FDR=1.0
